date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-01-07,11.9166,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-08,11.9054,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-09,11.9929,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-10,11.8932,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-11,11.6778,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-14,11.8538,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-15,11.888,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-16,11.6878,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-17,11.7226,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-18,11.7818,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-21,11.8201,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-22,11.692,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-23,11.5723,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-24,11.3631,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-25,11.5459,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-28,11.5009,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-29,11.354,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-30,11.2453,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-01-31,11.254,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-01,11.2671,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-04,11.2412,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-05,11.1249,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-06,11.151,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-07,11.0683,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-08,10.9834,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-11,10.9952,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-12,10.9504,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-13,10.8483,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-14,10.6661,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-15,10.6654,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-18,10.7664,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-19,10.856,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-20,10.8532,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-21,10.6605,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-22,10.6617,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-25,10.5011,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-26,10.3069,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-27,10.4485,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-02-28,10.1802,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-01,10.2113,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-04,10.0631,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-05,10.1845,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-06,10.2988,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-07,10.4284,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-08,10.5334,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-11,10.5717,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-12,10.4789,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-13,10.3658,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-14,10.4659,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-15,10.5051,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-18,10.4055,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-19,10.1498,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-20,9.8823,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-21,9.7536,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-22,9.7,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-25,9.6368,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-26,9.7051,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-28,9.8778,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-03-29,9.8771,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-01,9.9506,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-02,10.0912,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-03,9.9314,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-04,9.7485,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-05,9.7775,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-08,9.791,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-09,9.7369,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-10,9.7298,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-11,9.7496,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-12,9.7792,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-15,9.8393,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-16,9.9679,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-17,9.9472,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-18,10.0476,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-19,10.0469,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-22,10.1803,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-23,10.1755,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-24,10.1748,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-25,10.2359,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-26,10.154,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-29,10.2259,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-04-30,10.1945,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
2013-05-02,10.3343,120843,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,quant Flexi Cap Fund - Growth Option-Direct Plan
