date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-02-04,10.018,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-05,10.0204,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-06,10.0229,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-07,10.0254,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-08,10.0279,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-10,10.033,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-11,10.0355,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-12,10.004,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-13,10.0064,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-14,10.0088,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-15,10.0111,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-17,10.0161,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-18,10.0185,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-19,10.021,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-20,10.0233,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-21,10.0257,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-22,10.0281,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-24,10.0329,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-25,10.0353,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-26,10.0378,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-27,10.0402,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-02-28,10.0427,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-01,10.0451,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-03,10.0499,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-04,10.0523,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-05,10.0039,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-06,10.0063,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-07,10.0087,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-08,10.011,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-10,10.0158,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-11,10.0183,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-12,10.0208,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-13,10.0233,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-14,10.0258,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-15,10.0283,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-17,10.0332,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-18,10.0356,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-19,10.0381,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-20,10.0406,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-21,10.043,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
2013-03-22,10.0456,119162,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout
