date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-01-01,26.4861,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-02,26.5334,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-03,26.5574,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-04,26.6004,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-07,26.6596,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-08,26.646,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-09,26.6411,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-10,26.6392,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-11,26.6762,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-14,26.7616,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-15,26.7602,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-16,26.6948,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-17,26.7292,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-18,26.7222,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-21,26.7279,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-22,26.7001,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-23,26.6661,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-24,26.599,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-25,26.6654,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-28,26.7023,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-29,26.7004,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-30,26.6449,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-01-31,26.6273,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-01,26.5932,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-04,26.5476,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-05,26.5368,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-06,26.5434,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-07,26.5389,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-08,26.5232,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-11,26.5286,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-12,26.522,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-13,26.5433,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-14,26.5009,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-15,26.4742,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-18,26.4942,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-20,26.5544,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-21,26.4846,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-22,26.498,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-25,26.4981,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-26,26.4551,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-27,26.4644,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-02-28,26.381,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-01,26.3799,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-04,26.353,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-05,26.407,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-06,26.463,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-07,26.5042,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-08,26.5412,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-11,26.5699,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-12,26.5393,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-13,26.4956,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-14,26.5421,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-15,26.5299,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-18,26.533,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-19,26.4897,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-20,26.4087,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-21,26.3813,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-22,26.3676,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-25,26.3787,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-26,26.3778,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-03-28,26.4547,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-02,26.5684,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-03,26.585,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-04,26.518,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-05,26.5055,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-08,26.5041,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-09,26.497,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-10,26.5166,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-12,26.4633,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-15,26.5177,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-16,26.5469,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-17,26.5862,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-18,26.65,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-22,26.6958,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-23,26.7253,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-25,26.7256,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-26,26.7323,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-29,26.7602,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-04-30,26.7816,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-02,26.851,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-03,26.8214,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-06,26.8366,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-07,26.8879,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-08,26.9191,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-09,26.9555,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-10,26.9869,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-13,26.9714,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-14,27.0331,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-15,27.1028,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-16,27.1475,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-17,27.1677,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-20,27.1768,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-21,27.1412,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-22,27.1503,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-23,27.0585,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-24,27.1062,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-27,27.1544,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-28,27.1448,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-29,27.1309,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-30,27.1148,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-05-31,27.1161,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-03,27.1493,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-04,27.1545,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-05,27.1568,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-06,27.1756,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-07,27.1488,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-10,27.1196,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-11,27.0366,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-12,27.03,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-13,26.983,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-14,27.0174,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-17,27.0858,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-18,27.0888,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-19,27.1151,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-20,26.9719,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-21,26.9659,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-24,26.8528,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-25,26.8167,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-26,26.7652,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-27,26.7815,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-06-28,26.934,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-02,26.9632,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-03,26.8944,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-04,26.9654,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-05,26.959,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-08,26.9191,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-09,26.9733,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-10,26.9873,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-11,27.0631,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-12,27.0654,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-15,27.0817,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-16,26.6656,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-17,26.6824,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-18,26.792,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
2013-07-19,26.7887,119067,HDFC Mutual Fund,Direct,HDFC Childrens Gift Fund Savings Plan-Direct Plan
