date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-01-02,10.2108,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-03,10.2385,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-04,10.2718,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-07,10.3045,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-08,10.3074,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-09,10.317,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-10,10.3329,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-11,10.3463,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-14,10.4096,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-15,10.3877,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-16,10.3422,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-17,10.3687,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-18,10.3603,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-21,10.359,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-22,10.3631,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-23,10.3479,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-24,10.3354,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-28,10.3564,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-29,10.343,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-30,10.3174,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-01-31,10.3028,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-01,10.3107,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-04,10.298,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-05,10.3063,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-06,10.3194,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-07,10.3394,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-08,10.3608,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-11,10.3582,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-12,10.3499,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-13,10.3724,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
2013-02-14,10.4566,120521,Invesco Mutual Fund,Debt Scheme - Gilt Fund,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment)
