date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-01-02,11.5127,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-03,11.5369,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-04,11.7087,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-07,11.7531,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-08,11.721,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-09,11.7275,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-10,11.7364,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-11,11.7417,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-14,11.6479,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-15,11.6647,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-16,11.711,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-17,11.663,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
2013-01-18,11.5834,118550,Franklin Templeton Mutual Fund,Other Scheme - FoF Overseas,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW
