date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-01-01,12.566,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-02,12.569,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-03,12.572,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-04,12.575,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-06,12.5809,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-07,12.5839,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-08,12.5868,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-09,12.5898,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-10,12.5928,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-11,12.5957,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-13,12.6017,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-14,12.6047,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-15,12.6077,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-16,12.6107,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-17,12.6136,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-18,12.6166,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-20,12.6225,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-21,12.6254,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-22,12.6285,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-23,12.6315,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-24,12.6346,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-27,12.6436,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-28,12.6466,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-29,12.6496,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-30,12.6525,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-01-31,12.6555,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-02-01,12.6585,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-02-03,12.6645,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-02-04,12.6675,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
2013-02-05,12.6705,119164,Navi Mutual Fund,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option
