date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-02-13,10.0,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-14,10.0015,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-15,10.0035,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-18,10.0074,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-20,10.0086,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-21,10.0105,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-22,10.0123,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-25,10.0181,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-26,10.0182,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-27,10.0181,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-02-28,10.0184,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-01,10.0169,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-04,10.022,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-05,10.0219,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-06,10.0262,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-07,10.0288,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-08,10.0312,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-11,10.0406,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-12,10.04,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-13,10.054,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-14,10.0742,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-15,10.0788,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-18,10.0769,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-19,10.0703,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-20,10.0722,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-21,10.0779,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-22,10.0764,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-25,10.0894,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-26,10.0948,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-03-28,10.1001,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-02,10.1193,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-03,10.1401,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-04,10.1474,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-05,10.1496,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-08,10.1569,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-09,10.1611,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-10,10.1645,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-12,10.1716,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-15,10.1871,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-16,10.1928,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-17,10.205,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-18,10.2132,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-22,10.2315,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-23,10.2378,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-25,10.245,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-26,10.2488,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-29,10.2552,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-04-30,10.2788,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-02,10.2909,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-03,10.3115,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-06,10.3165,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-07,10.3234,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-08,10.3309,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-09,10.3438,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-10,10.3523,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-13,10.3576,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-14,10.3874,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-15,10.4007,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-16,10.4134,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-17,10.4107,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-20,10.4183,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-21,10.4244,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-22,10.4206,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-23,10.4129,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-24,10.4189,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-27,10.4223,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-28,10.4147,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-29,10.4014,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-30,10.4063,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-05-31,10.3933,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-03,10.4001,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-04,10.4027,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-05,10.4177,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-06,10.4179,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-07,10.4188,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-10,10.4076,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-11,10.3893,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-12,10.3879,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-13,10.3848,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-14,10.393,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-17,10.4147,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-18,10.4183,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-19,10.4207,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-20,10.3897,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-21,10.3793,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-24,10.3671,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-25,10.3673,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-26,10.3495,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-27,10.3404,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-06-28,10.3738,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-02,10.3876,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-03,10.3797,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-04,10.3894,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-05,10.389,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-08,10.3825,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-09,10.3828,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-10,10.3773,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-11,10.3879,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-12,10.3857,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-15,10.3781,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-16,10.1714,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-17,10.1592,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-18,10.1933,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-19,10.2022,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-22,10.1883,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-23,10.1282,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-24,10.0682,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-25,10.0963,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-26,10.1297,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-29,10.1279,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-30,10.1211,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-07-31,10.097,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-01,10.1061,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-02,10.1024,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-05,10.1254,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-06,10.1185,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-07,10.1444,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-08,10.1508,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-12,10.1416,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-13,10.1078,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-14,10.0869,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-16,10.0701,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-19,9.9367,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
2013-08-20,9.9726,120999,HDFC Mutual Fund,Income,HDFC FMP 1198D February 2013 (1)-Regular Plan-Flexi Option
