date,nav,scheme_code,fund_house,scheme_category,scheme_name
2013-01-02,14.105,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-03,14.099,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-04,14.139,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-07,14.135,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-08,14.115,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-09,14.103,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-10,14.091,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-11,13.96,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-14,14.138,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-15,14.22,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-16,14.092,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-17,14.148,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-18,14.118,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-21,14.122,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-22,14.031,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-23,13.926,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-24,13.722,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-25,13.882,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-28,13.836,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-29,13.822,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-30,13.759,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-01-31,13.798,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-01,13.809,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-04,13.721,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-05,13.626,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-06,13.63,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-07,13.525,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-08,13.474,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-11,13.452,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-12,13.473,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-13,13.476,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-14,13.341,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-15,13.331,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-18,13.341,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-19,13.46,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-20,13.448,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-21,13.245,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-22,13.236,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-25,13.155,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-26,12.976,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-27,13.082,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-02-28,12.886,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-01,13.013,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-04,12.918,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-05,13.037,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-06,13.079,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-07,13.14,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-08,13.289,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-11,13.29,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-12,13.232,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-13,13.075,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-14,13.139,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-15,13.051,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-18,13.015,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-19,12.922,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-20,12.69,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
2013-03-21,12.627,118834,Mirae Asset Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth
